,dataset,a,w,method,tlb
9010,Car,7,9,SAX,0.2610634232068677
9011,Car,7,9,SFA,0.4562764460443534
9013,Car,7,9,SPARTAN_woDAA,0.4730054467490048
9014,Car,7,9,SPARTAN,0.5029969550979637
9015,Car,8,9,SAX,0.3040636376006744
9016,Car,8,9,SFA,0.4871735138590777
9018,Car,8,9,SPARTAN_woDAA,0.5096685194796164
9019,Car,8,9,SPARTAN,0.624124059274185
9020,Car,9,9,SAX,0.3368884732392271
9021,Car,9,9,SFA,0.5296216017304125
9023,Car,9,9,SPARTAN_woDAA,0.5510347797480584
9024,Car,9,9,SPARTAN,0.6252420754378115
9025,Car,10,9,SAX,0.362629817496947
9026,Car,10,9,SFA,0.5427495964474268
9028,Car,10,9,SPARTAN_woDAA,0.5850493016163576
9029,Car,10,9,SPARTAN,0.6354980233065591
9030,Car,4,10,SAX,0.1521161800838438
9031,Car,4,10,SFA,0.2905033181289875
9033,Car,4,10,SPARTAN_woDAA,0.2802964046430313
9034,Car,4,10,SPARTAN,0.465573131852856
9035,Car,5,10,SAX,0.20561184324523
9036,Car,5,10,SFA,0.3823911000537292
9038,Car,5,10,SPARTAN_woDAA,0.3855042725488262
9039,Car,5,10,SPARTAN,0.4873640336607747
9040,Car,6,10,SAX,0.2551449254845298
9041,Car,6,10,SFA,0.4284440330342683
9043,Car,6,10,SPARTAN_woDAA,0.4374970868987546
9044,Car,6,10,SPARTAN,0.4927391488781081
9045,Car,7,10,SAX,0.3100604209150484
9046,Car,7,10,SFA,0.4649125899393596
9048,Car,7,10,SPARTAN_woDAA,0.4821030991164813
9049,Car,7,10,SPARTAN,0.5099973467703457
9050,Car,8,10,SAX,0.3413726370088082
9051,Car,8,10,SFA,0.4978552184388416
9053,Car,8,10,SPARTAN_woDAA,0.5186173943561159
9054,Car,8,10,SPARTAN,0.6279016260337243
9055,Car,9,10,SAX,0.3701749343144084
9056,Car,9,10,SFA,0.5387735462367919
9058,Car,9,10,SPARTAN_woDAA,0.5595095556782264
9059,Car,9,10,SPARTAN,0.6380708140449901
9060,Car,10,10,SAX,0.4153449901018735
9061,Car,10,10,SFA,0.5523536697876991
9063,Car,10,10,SPARTAN_woDAA,0.5937098097539357
9064,Car,10,10,SPARTAN,0.6474690502564409
9065,TwoLeadECG,4,4,SAX,0.0053977383711001
9066,TwoLeadECG,4,4,SFA,0.1751807657497613
9068,TwoLeadECG,4,4,SPARTAN_woDAA,0.3321797363079332
9069,TwoLeadECG,4,4,SPARTAN,0.4175670419645531
9070,TwoLeadECG,5,4,SAX,0.0449031090506402
9071,TwoLeadECG,5,4,SFA,0.2309674303448777
9073,TwoLeadECG,5,4,SPARTAN_woDAA,0.3923779911722871
9074,TwoLeadECG,5,4,SPARTAN,0.4539873517379518
9075,TwoLeadECG,6,4,SAX,0.0610572726553374
9076,TwoLeadECG,6,4,SFA,0.2509945331984474
9078,TwoLeadECG,6,4,SPARTAN_woDAA,0.4543458941981637
9079,TwoLeadECG,6,4,SPARTAN,0.492873518296354
9080,TwoLeadECG,7,4,SAX,0.0820021731092624
9081,TwoLeadECG,7,4,SFA,0.2948209412711526
9083,TwoLeadECG,7,4,SPARTAN_woDAA,0.5008492430226482
9084,TwoLeadECG,7,4,SPARTAN,0.5035073754600767
9085,TwoLeadECG,8,4,SAX,0.1084951768117987
9086,TwoLeadECG,8,4,SFA,0.3273249332285147
9088,TwoLeadECG,8,4,SPARTAN_woDAA,0.5185447010612283
9089,TwoLeadECG,8,4,SPARTAN,0.5567046208164287
9090,TwoLeadECG,9,4,SAX,0.1281354527593384
9091,TwoLeadECG,9,4,SFA,0.3242510618844919
9093,TwoLeadECG,9,4,SPARTAN_woDAA,0.5197395742837518
9094,TwoLeadECG,9,4,SPARTAN,0.5567046208164287
9095,TwoLeadECG,10,4,SAX,0.1475034092945278
9096,TwoLeadECG,10,4,SFA,0.3454752399305522
9098,TwoLeadECG,10,4,SPARTAN_woDAA,0.5473514242719326
9099,TwoLeadECG,10,4,SPARTAN,0.5655288777825332
9100,TwoLeadECG,4,5,SAX,0.0040441444867619
9101,TwoLeadECG,4,5,SFA,0.1861936145744636
9103,TwoLeadECG,4,5,SPARTAN_woDAA,0.3525364953092164
9104,TwoLeadECG,4,5,SPARTAN,0.4539873517379518
9105,TwoLeadECG,5,5,SAX,0.010476212343068
9106,TwoLeadECG,5,5,SFA,0.2438988619267186
9108,TwoLeadECG,5,5,SPARTAN_woDAA,0.4140604353200063
9109,TwoLeadECG,5,5,SPARTAN,0.492873518296354
9110,TwoLeadECG,6,5,SAX,0.0249840455522441
9111,TwoLeadECG,6,5,SFA,0.2662305271438926
9113,TwoLeadECG,6,5,SPARTAN_woDAA,0.477133810072519
9114,TwoLeadECG,6,5,SPARTAN,0.5035073754600767
9115,TwoLeadECG,7,5,SAX,0.0398938559949199
9116,TwoLeadECG,7,5,SFA,0.3111013896643763
9118,TwoLeadECG,7,5,SPARTAN_woDAA,0.5250420449228996
9119,TwoLeadECG,7,5,SPARTAN,0.5304995887103827
9120,TwoLeadECG,8,5,SAX,0.0442417143816949
9121,TwoLeadECG,8,5,SFA,0.3433106584404479
9123,TwoLeadECG,8,5,SPARTAN_woDAA,0.5416767580609068
9124,TwoLeadECG,8,5,SPARTAN,0.5784050072220687
9125,TwoLeadECG,9,5,SAX,0.0688404878947537
9126,TwoLeadECG,9,5,SFA,0.3420036017645702
9128,TwoLeadECG,9,5,SPARTAN_woDAA,0.5438757516868433
9129,TwoLeadECG,9,5,SPARTAN,0.5784050072220687
9130,TwoLeadECG,10,5,SAX,0.0986083951694949
9131,TwoLeadECG,10,5,SFA,0.361524803570867
9133,TwoLeadECG,10,5,SPARTAN_woDAA,0.5716202869516243
9134,TwoLeadECG,10,5,SPARTAN,0.5910656136081395
9135,TwoLeadECG,4,6,SAX,0.0265725723400242
9136,TwoLeadECG,4,6,SFA,0.2100774892125122
9138,TwoLeadECG,4,6,SPARTAN_woDAA,0.3643810682291168
9139,TwoLeadECG,4,6,SPARTAN,0.492873518296354
9140,TwoLeadECG,5,6,SAX,0.0638840807304232
9141,TwoLeadECG,5,6,SFA,0.2716156226131675
9143,TwoLeadECG,5,6,SPARTAN_woDAA,0.4286064890263506
9144,TwoLeadECG,5,6,SPARTAN,0.5035073754600767
9145,TwoLeadECG,6,6,SAX,0.0985935020050639
9146,TwoLeadECG,6,6,SFA,0.2981348573095367
9148,TwoLeadECG,6,6,SPARTAN_woDAA,0.4921632453789141
9149,TwoLeadECG,6,6,SPARTAN,0.5242863068795683
9150,TwoLeadECG,7,6,SAX,0.1327018924064509
9151,TwoLeadECG,7,6,SFA,0.3449461640142893
9153,TwoLeadECG,7,6,SPARTAN_woDAA,0.5393899605522061
9154,TwoLeadECG,7,6,SPARTAN,0.537671644454266
9155,TwoLeadECG,8,6,SAX,0.1546999692995977
9156,TwoLeadECG,8,6,SFA,0.3759845151446434
9158,TwoLeadECG,8,6,SPARTAN_woDAA,0.5560852706999213
9159,TwoLeadECG,8,6,SPARTAN,0.6007988936441175
9160,TwoLeadECG,9,6,SAX,0.181807891655041
9161,TwoLeadECG,9,6,SFA,0.3777641617486957
9163,TwoLeadECG,9,6,SPARTAN_woDAA,0.5579737829001955
9164,TwoLeadECG,9,6,SPARTAN,0.6066890062490357
9165,TwoLeadECG,10,6,SAX,0.2079738034601911
9166,TwoLeadECG,10,6,SFA,0.3964080307674149
9168,TwoLeadECG,10,6,SPARTAN_woDAA,0.5875505193387376
9169,TwoLeadECG,10,6,SPARTAN,0.6066890062490357
9170,TwoLeadECG,4,7,SAX,0.0114928228250962
9171,TwoLeadECG,4,7,SFA,0.2334711604168873
9173,TwoLeadECG,4,7,SPARTAN_woDAA,0.3702812181295762
9174,TwoLeadECG,4,7,SPARTAN,0.5035073754600767
9175,TwoLeadECG,5,7,SAX,0.0703059934812096
9176,TwoLeadECG,5,7,SFA,0.2961022917968228
9178,TwoLeadECG,5,7,SPARTAN_woDAA,0.4339458349564205
9179,TwoLeadECG,5,7,SPARTAN,0.5242863068795683
9180,TwoLeadECG,6,7,SAX,0.0907404202670524
9181,TwoLeadECG,6,7,SFA,0.327744210352155
9183,TwoLeadECG,6,7,SPARTAN_woDAA,0.4981635026110595
9184,TwoLeadECG,6,7,SPARTAN,0.5412593075359875
9185,TwoLeadECG,7,7,SAX,0.1223342441575892
9186,TwoLeadECG,7,7,SFA,0.3790865769209725
9188,TwoLeadECG,7,7,SPARTAN_woDAA,0.5457066386046923
9189,TwoLeadECG,7,7,SPARTAN,0.5516068893024869
9190,TwoLeadECG,8,7,SAX,0.1412782036944332
9191,TwoLeadECG,8,7,SFA,0.4132295277353651
9193,TwoLeadECG,8,7,SPARTAN_woDAA,0.5627429876959965
9194,TwoLeadECG,8,7,SPARTAN,0.6158543895957749
9195,TwoLeadECG,9,7,SAX,0.1729213290084742
9196,TwoLeadECG,9,7,SFA,0.4179522770187633
9198,TwoLeadECG,9,7,SPARTAN_woDAA,0.5650070491212122
9199,TwoLeadECG,9,7,SPARTAN,0.6185929929518732
9200,TwoLeadECG,10,7,SAX,0.2025436597036155
9201,TwoLeadECG,10,7,SFA,0.4319944430790207
9203,TwoLeadECG,10,7,SPARTAN_woDAA,0.593689086062017
9204,TwoLeadECG,10,7,SPARTAN,0.6251312665233626
9205,TwoLeadECG,4,8,SAX,0.0280335149799576
9206,TwoLeadECG,4,8,SFA,0.2509830323768289
9208,TwoLeadECG,4,8,SPARTAN_woDAA,0.3747290663094168
9209,TwoLeadECG,4,8,SPARTAN,0.5163752934898422
9210,TwoLeadECG,5,8,SAX,0.0695175756592349
9211,TwoLeadECG,5,8,SFA,0.3163870327545589
9213,TwoLeadECG,5,8,SPARTAN_woDAA,0.4383422307429871
9214,TwoLeadECG,5,8,SPARTAN,0.537671644454266
9215,TwoLeadECG,6,8,SAX,0.104366290266105
9216,TwoLeadECG,6,8,SFA,0.3511818304967697
9218,TwoLeadECG,6,8,SPARTAN_woDAA,0.5038476902488392
9219,TwoLeadECG,6,8,SPARTAN,0.5516068893024869
9220,TwoLeadECG,7,8,SAX,0.1371735650882852
9221,TwoLeadECG,7,8,SFA,0.4029746804403845
9223,TwoLeadECG,7,8,SPARTAN_woDAA,0.5512372166035633
9224,TwoLeadECG,7,8,SPARTAN,0.5613824115049713
9225,TwoLeadECG,8,8,SAX,0.1678086654242398
9226,TwoLeadECG,8,8,SFA,0.4374203895275652
9228,TwoLeadECG,8,8,SPARTAN_woDAA,0.5682133228182212
9229,TwoLeadECG,8,8,SPARTAN,0.6251312665233626
9230,TwoLeadECG,9,8,SAX,0.1955420879435104
9231,TwoLeadECG,9,8,SFA,0.4475869018473608
9233,TwoLeadECG,9,8,SPARTAN_woDAA,0.5707027724193258
9234,TwoLeadECG,9,8,SPARTAN,0.6343514568019882
9235,TwoLeadECG,10,8,SAX,0.2221453046714964
9236,TwoLeadECG,10,8,SFA,0.4613444931765911
9238,TwoLeadECG,10,8,SPARTAN_woDAA,0.5991043939068096
9239,TwoLeadECG,10,8,SPARTAN,0.6373124485248401
9240,TwoLeadECG,4,9,SAX,0.0193915224488205
9241,TwoLeadECG,4,9,SFA,0.2585694292187424
9243,TwoLeadECG,4,9,SPARTAN_woDAA,0.3771516695918623
9244,TwoLeadECG,4,9,SPARTAN,0.5242863068795683
9245,TwoLeadECG,5,9,SAX,0.0601002322793749
9246,TwoLeadECG,5,9,SFA,0.3256360164902986
9248,TwoLeadECG,5,9,SPARTAN_woDAA,0.4408545380670899
9249,TwoLeadECG,5,9,SPARTAN,0.5412593075359875
9250,TwoLeadECG,6,9,SAX,0.1094940555903374
9251,TwoLeadECG,6,9,SFA,0.3631202485608297
9253,TwoLeadECG,6,9,SPARTAN_woDAA,0.5061787292169012
9254,TwoLeadECG,6,9,SPARTAN,0.5613824115049713
9255,TwoLeadECG,7,9,SAX,0.1463058323645088
9256,TwoLeadECG,7,9,SFA,0.4130407849789931
9258,TwoLeadECG,7,9,SPARTAN_woDAA,0.5534827916518635
9259,TwoLeadECG,7,9,SPARTAN,0.5661227110738353
9260,TwoLeadECG,8,9,SAX,0.1746952916903496
9261,TwoLeadECG,8,9,SFA,0.4487990281842083
9263,TwoLeadECG,8,9,SPARTAN_woDAA,0.5710388043045135
9264,TwoLeadECG,8,9,SPARTAN,0.6373124485248401
9265,TwoLeadECG,9,9,SAX,0.2121854056356431
9266,TwoLeadECG,9,9,SFA,0.4602685025853657
9268,TwoLeadECG,9,9,SPARTAN_woDAA,0.5735113670547737
9269,TwoLeadECG,9,9,SPARTAN,0.6390895705434158
9270,TwoLeadECG,10,9,SAX,0.2445672046000676
9271,TwoLeadECG,10,9,SFA,0.4726343986238502
9273,TwoLeadECG,10,9,SPARTAN_woDAA,0.6016721170317765
9274,TwoLeadECG,10,9,SPARTAN,0.6458748956462114
9275,TwoLeadECG,4,10,SAX,0.0216352795360868
9276,TwoLeadECG,4,10,SFA,0.268421219840289
9278,TwoLeadECG,4,10,SPARTAN_woDAA,0.3792635246120168
9279,TwoLeadECG,4,10,SPARTAN,0.537671644454266
9280,TwoLeadECG,5,10,SAX,0.0644717073131393
9281,TwoLeadECG,5,10,SFA,0.335527882956436
9283,TwoLeadECG,5,10,SPARTAN_woDAA,0.4430817532880332
9284,TwoLeadECG,5,10,SPARTAN,0.5591399591810756
9285,TwoLeadECG,6,10,SAX,0.0905760288011254
9286,TwoLeadECG,6,10,SFA,0.3723827654058075
9288,TwoLeadECG,6,10,SPARTAN_woDAA,0.5084097710766743
9289,TwoLeadECG,6,10,SPARTAN,0.5626303289411089
9290,TwoLeadECG,7,10,SAX,0.1356962259262625
9291,TwoLeadECG,7,10,SFA,0.4221904017448234
9293,TwoLeadECG,7,10,SPARTAN_woDAA,0.555677119994639
9294,TwoLeadECG,7,10,SPARTAN,0.5704842765631544
9295,TwoLeadECG,8,10,SAX,0.1686452429640026
9296,TwoLeadECG,8,10,SFA,0.4579515356866793
9298,TwoLeadECG,8,10,SPARTAN_woDAA,0.573575830028455
9299,TwoLeadECG,8,10,SPARTAN,0.6458748956462114
9300,TwoLeadECG,9,10,SAX,0.1991940094071017
9301,TwoLeadECG,9,10,SFA,0.4685515149471702
9303,TwoLeadECG,9,10,SPARTAN_woDAA,0.576216313758691
9304,TwoLeadECG,9,10,SPARTAN,0.6468127370737358
9305,TwoLeadECG,10,10,SAX,0.2304868686231966
9306,TwoLeadECG,10,10,SFA,0.4815080909608644
9308,TwoLeadECG,10,10,SPARTAN_woDAA,0.6042597092711758
9309,TwoLeadECG,10,10,SPARTAN,0.6537114630623222
9310,ProximalPhalanxOutlineCorrect,4,4,SAX,0.0034364261168384
9311,ProximalPhalanxOutlineCorrect,4,4,SFA,0.1568277008300639
9313,ProximalPhalanxOutlineCorrect,4,4,SPARTAN_woDAA,0.3477164360968799
9314,ProximalPhalanxOutlineCorrect,4,4,SPARTAN,0.5224725982544267
9315,ProximalPhalanxOutlineCorrect,5,4,SAX,0.0034364261168384
9316,ProximalPhalanxOutlineCorrect,5,4,SFA,0.1977888448755084
9318,ProximalPhalanxOutlineCorrect,5,4,SPARTAN_woDAA,0.4307260654766848
9319,ProximalPhalanxOutlineCorrect,5,4,SPARTAN,0.5292903903483736
9320,ProximalPhalanxOutlineCorrect,6,4,SAX,0.0034364261168384
9321,ProximalPhalanxOutlineCorrect,6,4,SFA,0.2217870185031852
9323,ProximalPhalanxOutlineCorrect,6,4,SPARTAN_woDAA,0.4851905613614417
9324,ProximalPhalanxOutlineCorrect,6,4,SPARTAN,0.5414459101414442
9325,ProximalPhalanxOutlineCorrect,7,4,SAX,0.0034364261168384
9326,ProximalPhalanxOutlineCorrect,7,4,SFA,0.2476069455726416
9328,ProximalPhalanxOutlineCorrect,7,4,SPARTAN_woDAA,0.524892302240121
9329,ProximalPhalanxOutlineCorrect,7,4,SPARTAN,0.5501818028261832
9330,ProximalPhalanxOutlineCorrect,8,4,SAX,0.0034364261168384
9331,ProximalPhalanxOutlineCorrect,8,4,SFA,0.2658398084628751
9333,ProximalPhalanxOutlineCorrect,8,4,SPARTAN_woDAA,0.5640735925410904
9334,ProximalPhalanxOutlineCorrect,8,4,SPARTAN,0.6701137933787474
9335,ProximalPhalanxOutlineCorrect,9,4,SAX,0.0035260310890203
9336,ProximalPhalanxOutlineCorrect,9,4,SFA,0.281134659093082
9338,ProximalPhalanxOutlineCorrect,9,4,SPARTAN_woDAA,0.5897938492279827
9339,ProximalPhalanxOutlineCorrect,9,4,SPARTAN,0.6701137933787474
9340,ProximalPhalanxOutlineCorrect,10,4,SAX,0.0034712406927788
9341,ProximalPhalanxOutlineCorrect,10,4,SFA,0.2942451522986712
9343,ProximalPhalanxOutlineCorrect,10,4,SPARTAN_woDAA,0.6231819987470768
9344,ProximalPhalanxOutlineCorrect,10,4,SPARTAN,0.6763455379558003
9345,ProximalPhalanxOutlineCorrect,4,5,SAX,0.0034364261168384
9346,ProximalPhalanxOutlineCorrect,4,5,SFA,0.1852456539234326
9348,ProximalPhalanxOutlineCorrect,4,5,SPARTAN_woDAA,0.3642408820652703
9349,ProximalPhalanxOutlineCorrect,4,5,SPARTAN,0.5292903903483736
9350,ProximalPhalanxOutlineCorrect,5,5,SAX,0.0034364261168384
9351,ProximalPhalanxOutlineCorrect,5,5,SFA,0.2338479828866482
9353,ProximalPhalanxOutlineCorrect,5,5,SPARTAN_woDAA,0.4476992625906618
9354,ProximalPhalanxOutlineCorrect,5,5,SPARTAN,0.5414459101414442
9355,ProximalPhalanxOutlineCorrect,6,5,SAX,0.0034364261168384
9356,ProximalPhalanxOutlineCorrect,6,5,SFA,0.2640389739554575
9358,ProximalPhalanxOutlineCorrect,6,5,SPARTAN_woDAA,0.5035488436641274
9359,ProximalPhalanxOutlineCorrect,6,5,SPARTAN,0.5516203597723345
9360,ProximalPhalanxOutlineCorrect,7,5,SAX,0.0034364261168384
9361,ProximalPhalanxOutlineCorrect,7,5,SFA,0.2945545159520908
9363,ProximalPhalanxOutlineCorrect,7,5,SPARTAN_woDAA,0.5425167966151548
9364,ProximalPhalanxOutlineCorrect,7,5,SPARTAN,0.5726540425036196
9365,ProximalPhalanxOutlineCorrect,8,5,SAX,0.0034364261168384
9366,ProximalPhalanxOutlineCorrect,8,5,SFA,0.3171336431184998
9368,ProximalPhalanxOutlineCorrect,8,5,SPARTAN_woDAA,0.5822602458557186
9369,ProximalPhalanxOutlineCorrect,8,5,SPARTAN,0.6829311716078945
9370,ProximalPhalanxOutlineCorrect,9,5,SAX,0.0034364261168384
9371,ProximalPhalanxOutlineCorrect,9,5,SFA,0.3321389641353282
9373,ProximalPhalanxOutlineCorrect,9,5,SPARTAN_woDAA,0.6081361734037979
9374,ProximalPhalanxOutlineCorrect,9,5,SPARTAN,0.6829311716078945
9375,ProximalPhalanxOutlineCorrect,10,5,SAX,0.0044204645030034
9376,ProximalPhalanxOutlineCorrect,10,5,SFA,0.3483860869802917
9378,ProximalPhalanxOutlineCorrect,10,5,SPARTAN_woDAA,0.6416197329320613
9379,ProximalPhalanxOutlineCorrect,10,5,SPARTAN,0.6927336941220233
9380,ProximalPhalanxOutlineCorrect,4,6,SAX,0.0034364261168384
9381,ProximalPhalanxOutlineCorrect,4,6,SFA,0.2044273036684841
9383,ProximalPhalanxOutlineCorrect,4,6,SPARTAN_woDAA,0.3780287547183136
9384,ProximalPhalanxOutlineCorrect,4,6,SPARTAN,0.5414459101414442
9385,ProximalPhalanxOutlineCorrect,5,6,SAX,0.0034364261168384
9386,ProximalPhalanxOutlineCorrect,5,6,SFA,0.2590340661026243
9388,ProximalPhalanxOutlineCorrect,5,6,SPARTAN_woDAA,0.4631374509275949
9389,ProximalPhalanxOutlineCorrect,5,6,SPARTAN,0.5516203597723345
9390,ProximalPhalanxOutlineCorrect,6,6,SAX,0.0039956792750089
9391,ProximalPhalanxOutlineCorrect,6,6,SFA,0.2924355785142506
9393,ProximalPhalanxOutlineCorrect,6,6,SPARTAN_woDAA,0.5194066145205267
9394,ProximalPhalanxOutlineCorrect,6,6,SPARTAN,0.568728966862872
9395,ProximalPhalanxOutlineCorrect,7,6,SAX,0.0042176107239556
9396,ProximalPhalanxOutlineCorrect,7,6,SFA,0.3258250176043694
9398,ProximalPhalanxOutlineCorrect,7,6,SPARTAN_woDAA,0.5591493465606912
9399,ProximalPhalanxOutlineCorrect,7,6,SPARTAN,0.5809299357686704
9400,ProximalPhalanxOutlineCorrect,8,6,SAX,0.0062059240937595
9401,ProximalPhalanxOutlineCorrect,8,6,SFA,0.3504694436787173
9403,ProximalPhalanxOutlineCorrect,8,6,SPARTAN_woDAA,0.5982085523753602
9404,ProximalPhalanxOutlineCorrect,8,6,SPARTAN,0.6990730765189752
9405,ProximalPhalanxOutlineCorrect,9,6,SAX,0.0083959197876574
9406,ProximalPhalanxOutlineCorrect,9,6,SFA,0.3680976579668999
9408,ProximalPhalanxOutlineCorrect,9,6,SPARTAN_woDAA,0.6236772941758455
9409,ProximalPhalanxOutlineCorrect,9,6,SPARTAN,0.7059321880587174
9410,ProximalPhalanxOutlineCorrect,10,6,SAX,0.0109136802687534
9411,ProximalPhalanxOutlineCorrect,10,6,SFA,0.3848296084104398
9413,ProximalPhalanxOutlineCorrect,10,6,SPARTAN_woDAA,0.6577480911445862
9414,ProximalPhalanxOutlineCorrect,10,6,SPARTAN,0.7059321880587174
9415,ProximalPhalanxOutlineCorrect,4,7,SAX,0.0034364261168384
9416,ProximalPhalanxOutlineCorrect,4,7,SFA,0.2209394752758855
9418,ProximalPhalanxOutlineCorrect,4,7,SPARTAN_woDAA,0.387308098642002
9419,ProximalPhalanxOutlineCorrect,4,7,SPARTAN,0.5516203597723345
9420,ProximalPhalanxOutlineCorrect,5,7,SAX,0.0034364261168384
9421,ProximalPhalanxOutlineCorrect,5,7,SFA,0.2798340474483853
9423,ProximalPhalanxOutlineCorrect,5,7,SPARTAN_woDAA,0.4731664648553222
9424,ProximalPhalanxOutlineCorrect,5,7,SPARTAN,0.568728966862872
9425,ProximalPhalanxOutlineCorrect,6,7,SAX,0.0052946695069183
9426,ProximalPhalanxOutlineCorrect,6,7,SFA,0.3149783664465624
9428,ProximalPhalanxOutlineCorrect,6,7,SPARTAN_woDAA,0.5296705291107162
9429,ProximalPhalanxOutlineCorrect,6,7,SPARTAN,0.5865164240160691
9430,ProximalPhalanxOutlineCorrect,7,7,SAX,0.0081024438604274
9431,ProximalPhalanxOutlineCorrect,7,7,SFA,0.350084917339697
9433,ProximalPhalanxOutlineCorrect,7,7,SPARTAN_woDAA,0.5697023408966987
9434,ProximalPhalanxOutlineCorrect,7,7,SPARTAN,0.5950002557723422
9435,ProximalPhalanxOutlineCorrect,8,7,SAX,0.0106641422130927
9436,ProximalPhalanxOutlineCorrect,8,7,SFA,0.3772110972817017
9438,ProximalPhalanxOutlineCorrect,8,7,SPARTAN_woDAA,0.6090952506624695
9439,ProximalPhalanxOutlineCorrect,8,7,SPARTAN,0.7099765883219543
9440,ProximalPhalanxOutlineCorrect,9,7,SAX,0.0176919092282814
9441,ProximalPhalanxOutlineCorrect,9,7,SFA,0.3965242086262783
9443,ProximalPhalanxOutlineCorrect,9,7,SPARTAN_woDAA,0.6348057931681715
9444,ProximalPhalanxOutlineCorrect,9,7,SPARTAN,0.716448504503159
9445,ProximalPhalanxOutlineCorrect,10,7,SAX,0.0235927513297025
9446,ProximalPhalanxOutlineCorrect,10,7,SFA,0.4140195864213526
9448,ProximalPhalanxOutlineCorrect,10,7,SPARTAN_woDAA,0.6688378528821511
9449,ProximalPhalanxOutlineCorrect,10,7,SPARTAN,0.7233553278674396
9450,ProximalPhalanxOutlineCorrect,4,8,SAX,0.0034364261168384
9451,ProximalPhalanxOutlineCorrect,4,8,SFA,0.2370622552170259
9453,ProximalPhalanxOutlineCorrect,4,8,SPARTAN_woDAA,0.390187178086519
9454,ProximalPhalanxOutlineCorrect,4,8,SPARTAN,0.5611298663539637
9455,ProximalPhalanxOutlineCorrect,5,8,SAX,0.0034364261168384
9456,ProximalPhalanxOutlineCorrect,5,8,SFA,0.297679662879497
9458,ProximalPhalanxOutlineCorrect,5,8,SPARTAN_woDAA,0.4764631678429365
9459,ProximalPhalanxOutlineCorrect,5,8,SPARTAN,0.5748536325559503
9460,ProximalPhalanxOutlineCorrect,6,8,SAX,0.0039649865440457
9461,ProximalPhalanxOutlineCorrect,6,8,SFA,0.3377913994495671
9463,ProximalPhalanxOutlineCorrect,6,8,SPARTAN_woDAA,0.5330973862361028
9464,ProximalPhalanxOutlineCorrect,6,8,SPARTAN,0.5881322247410945
9465,ProximalPhalanxOutlineCorrect,7,8,SAX,0.0034364261168384
9466,ProximalPhalanxOutlineCorrect,7,8,SFA,0.3749703922119372
9468,ProximalPhalanxOutlineCorrect,7,8,SPARTAN_woDAA,0.5734275745902373
9469,ProximalPhalanxOutlineCorrect,7,8,SPARTAN,0.6043214062808681
9470,ProximalPhalanxOutlineCorrect,8,8,SAX,0.0074411076849195
9471,ProximalPhalanxOutlineCorrect,8,8,SFA,0.4026798067734146
9473,ProximalPhalanxOutlineCorrect,8,8,SPARTAN_woDAA,0.6128465019448142
9474,ProximalPhalanxOutlineCorrect,8,8,SPARTAN,0.7175361126816528
9475,ProximalPhalanxOutlineCorrect,9,8,SAX,0.0104070887746764
9476,ProximalPhalanxOutlineCorrect,9,8,SFA,0.4235441374626011
9478,ProximalPhalanxOutlineCorrect,9,8,SPARTAN_woDAA,0.639026179413154
9479,ProximalPhalanxOutlineCorrect,9,8,SPARTAN,0.7244079684435334
9480,ProximalPhalanxOutlineCorrect,10,8,SAX,0.0094474785159782
9481,ProximalPhalanxOutlineCorrect,10,8,SFA,0.4423285670174731
9483,ProximalPhalanxOutlineCorrect,10,8,SPARTAN_woDAA,0.672923447889429
9484,ProximalPhalanxOutlineCorrect,10,8,SPARTAN,0.7292164742575965
9485,ProximalPhalanxOutlineCorrect,4,9,SAX,0.0037913277347347
9486,ProximalPhalanxOutlineCorrect,4,9,SFA,0.261280351437674
9488,ProximalPhalanxOutlineCorrect,4,9,SPARTAN_woDAA,0.3965985538113558
9489,ProximalPhalanxOutlineCorrect,4,9,SPARTAN,0.568728966862872
9490,ProximalPhalanxOutlineCorrect,5,9,SAX,0.0047155162623366
9491,ProximalPhalanxOutlineCorrect,5,9,SFA,0.3297307596292815
9493,ProximalPhalanxOutlineCorrect,5,9,SPARTAN_woDAA,0.4829626449455147
9494,ProximalPhalanxOutlineCorrect,5,9,SPARTAN,0.576605756903409
9495,ProximalPhalanxOutlineCorrect,6,9,SAX,0.0115977126425606
9496,ProximalPhalanxOutlineCorrect,6,9,SFA,0.3696111852794915
9498,ProximalPhalanxOutlineCorrect,6,9,SPARTAN_woDAA,0.540439085556767
9499,ProximalPhalanxOutlineCorrect,6,9,SPARTAN,0.6000896294279998
9500,ProximalPhalanxOutlineCorrect,7,9,SAX,0.026356243380327
9501,ProximalPhalanxOutlineCorrect,7,9,SFA,0.4062240980970163
9503,ProximalPhalanxOutlineCorrect,7,9,SPARTAN_woDAA,0.5806262125581748
9504,ProximalPhalanxOutlineCorrect,7,9,SPARTAN,0.6135911662151247
9505,ProximalPhalanxOutlineCorrect,8,9,SAX,0.031070557323831
9506,ProximalPhalanxOutlineCorrect,8,9,SFA,0.4362964542852554
9508,ProximalPhalanxOutlineCorrect,8,9,SPARTAN_woDAA,0.6203002633000344
9509,ProximalPhalanxOutlineCorrect,8,9,SPARTAN,0.7270635524044092
9510,ProximalPhalanxOutlineCorrect,9,9,SAX,0.0505904471269135
9511,ProximalPhalanxOutlineCorrect,9,9,SFA,0.4575419017462176
9513,ProximalPhalanxOutlineCorrect,9,9,SPARTAN_woDAA,0.646243505914408
